Drug Name,Drug ID,Strength,Pack Size,Price,Expiry Date,Batch Number,Manufacture Date,Country of Origin,Drug Interactions,Patient Age Group,Patient Gender,Patient Weight,Geographic Region,Sales Volume,Manufacturer,Generic Drug Name,Route of Adminstration,Storage Conditions,Prescription Required,Therapeutic Class,Dosage Form,Adverse Reactions
Dolo-650,40acd7f8-652a-43bf-838d-a57019c1eedd,684,15,190.04,2025-10-22,5b7cf96d-b088-4cfc-a32d-f9259ec976b1,2023-07-06,Germany,Face explain six show.,Pediatric,Female,51,Bangalore,100,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Crocin,0e611279-2b2d-4aa2-9106-0cbab9061ac2,704,36,291.76,2027-04-08,257d6466-a38a-4c66-86d2-992363c17733,2022-11-26,Germany,Current five exactly want myself friend ready around.,Pediatric,Female,82,Delhi,34,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Amoxyclav,2fe73034-1d4a-4b7c-908d-92ea78ac555a,309,5,328.87,2028-05-18,04ec0ca5-193f-41ba-b484-6d2a3b8bfaec,2020-02-23,India,Other international myself action art room board director.,Pediatric,Male,82,Chennai,3,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Ciplox,1ad76803-6562-4457-ba35-77968d62ce39,640,25,75.89,2025-08-17,1f2ac129-9827-4c4e-b55f-960e4f48f6a0,2019-08-08,Switzerland,After sound hope such report blue way.,Elderly,Female,53,Pune,51,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Pantocid,91c482aa-e25e-4724-a34a-edb01bd8dce8,838,19,381.54,2029-02-11,6967f675-1c5d-4638-b853-ca169bcde270,2021-02-08,United States,Toward experience start above.,Adult,Female,75,Chennai,68,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Omez,e4744b03-6403-49b0-ada4-3a18cedb31ee,294,39,324.96,2026-11-23,8b667bfb-184d-47b7-ad4c-e2d57cb4218d,2019-09-03,Switzerland,Whether exist watch sense.,Elderly,Female,58,Chennai,87,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Combiflam,e448e812-8f8a-4fad-bf71-e5f68e1a81c5,357,14,477.63,2028-06-21,2836d310-2276-4489-9318-c401dd5fe9ab,2023-05-23,India,Tough he every training.,Elderly,Female,60,Jaipur,69,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Pantocid,50e682c4-8274-4634-8b3b-7a7bbecb5ca7,897,34,479.35,2028-06-06,55cb548b-8f50-4e72-abb1-8118da5df550,2022-01-14,Germany,Hot those positive.,Elderly,Male,53,Kolkata,34,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Amoxyclav,70fe004b-af96-4349-bfd2-c39501b60e8f,107,14,496.17,2026-04-18,5a188129-a4bc-42ba-9957-406828b6d4ba,2021-05-25,United States,Without it rise instead along.,Elderly,Male,80,Pune,9,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Azee,308ad89e-4582-46f5-972a-aecaf58fd706,278,7,283.14,2028-03-06,b85885a2-1068-4e71-93a1-39fc1b794305,2019-10-28,India,Certain step check.,Adult,Male,59,Jaipur,25,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Cetrizine,1ae6e85b-7dc1-467f-911b-52fc286fdd90,939,36,498.91,2026-12-29,b8ebb099-3fb5-4f85-99d4-7d8963b692e3,2022-04-07,India,Create student as.,Elderly,Female,58,Jaipur,26,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
Azee,d2fc71ab-e8ba-41ff-9759-4fe0158c1a08,512,18,315.53,2028-03-29,4549e54f-d16e-4e7d-8373-0fa91f88e2e1,2024-01-19,India,Agreement affect age season college travel list his.,Elderly,Male,65,Jaipur,26,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Pantocid,81f87e2e-fa71-48dd-81e2-9345ff93a73e,678,46,367.24,2027-12-06,e4815cce-fe2d-4808-bdb6-47c312a51989,2020-12-31,India,Forward relate wide discussion.,Pediatric,Male,88,Hyderabad,59,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Atorva,89527ba1-c024-4b2d-81e2-2dd3d7221254,378,39,269.94,2024-04-06,4665269f-c826-40a7-8c66-cf23c6211495,2020-01-25,Germany,On direction field politics the professional morning hand.,Adult,Female,73,Delhi,30,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Crocin,1c5e1ed2-13c8-4217-b5ee-2a311e12a0cd,956,43,61.5,2026-07-14,b4adf648-19ba-435d-aea0-4cde8bc70433,2023-04-21,United States,Cause face sure American song answer rate.,Elderly,Male,86,Pune,12,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Ciplox,3d976953-c338-4a04-98ed-a5ff5f165470,272,5,439.36,2026-01-18,5d73c42d-bdd8-4542-aa0f-e799f1ba5984,2022-01-14,Germany,Central it truth night executive itself.,Elderly,Female,100,Ahmedabad,17,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Dolo-650,f3f56dd9-7e01-4ec3-823b-d2ee66acdd89,831,37,399.3,2026-10-05,16758de8-c611-44be-b72a-537e983cfac3,2020-11-05,Germany,Move learn second hold central front.,Pediatric,Female,67,Jaipur,41,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Cetrizine,4dccf593-5229-4f6e-bf9b-6ebe43de936d,929,42,303.94,2029-02-07,cb323a98-9510-42b6-8a52-858c3fa8d280,2022-11-04,United States,Out wide million present expect bag town.,Pediatric,Male,79,Kolkata,46,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
Cetrizine,3147b67f-fd3a-48a2-a890-ed231a0bb42f,729,27,329.94,2025-01-26,72372bc3-3f97-4fc6-b4db-cba560715a84,2021-07-12,India,Rock chair say none green.,Pediatric,Female,65,Kolkata,92,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
Crocin,39d6183e-3f1e-4125-9811-8537899b6e56,818,44,260.65,2028-06-25,f939c1c2-213b-4b00-b683-9dc6da19f6d3,2019-03-23,United States,And by young before oil within when.,Pediatric,Female,79,Hyderabad,22,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Dolo-650,cd5780bd-8e63-420f-872e-f7b1da1262d5,79,49,159.15,2028-07-16,323bb1fe-b12c-41c5-a0dc-2dce6c583662,2021-08-28,Switzerland,Treat tonight event while really Congress.,Elderly,Male,61,Mumbai,26,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Azee,33866e61-cd7a-467c-98c8-c9caa11acd18,808,28,98.32,2027-10-20,1ab4f29f-4c78-4e74-bbf2-08286faa8d8b,2024-02-11,Germany,Pick response interesting.,Elderly,Male,95,Hyderabad,45,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Atorva,c4c5b38c-3290-4d34-adf7-4dd357c6eda5,3,21,288.05,2026-09-10,770e647c-fdca-47bc-a82d-3503583ee76d,2020-04-21,Germany,Amount total body job must government.,Elderly,Female,57,Hyderabad,52,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Pantocid,b5e2ff22-8e93-46ca-b349-dcc7dd541e54,883,21,455.62,2027-08-17,4a00af8c-60e1-4388-b56a-3e0db47012ef,2021-04-20,India,Audience fear phone sometimes.,Adult,Male,95,Ahmedabad,14,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Dolo-650,e9b1112d-1ff2-4124-9ffe-20275d06a309,956,13,165.01,2027-02-26,2d2e1915-3f5f-42cb-be7f-4b36e2be88e0,2020-05-24,United States,Individual effort night find cup face.,Adult,Male,65,Kolkata,60,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Crocin,7171b880-cee2-42e1-8de4-1cd9bc664962,153,13,399.7,2027-06-28,36026f28-25c0-4747-9dbd-700c9d054a8f,2022-12-14,Switzerland,Court position fight physical look role activity.,Pediatric,Female,60,Surat,70,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Omez,0ab51b72-8c7d-479b-8b2e-ea84535658ff,797,4,488.76,2026-01-02,a993ba58-9335-4b5a-80cb-61dbd0fcb70d,2022-09-22,United States,Republican they amount decide serious physical may fine.,Elderly,Male,90,Hyderabad,11,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Atorva,83dcfad8-4113-4a20-89d9-cd336181bbc5,672,32,116.21,2027-09-21,bb01ce4a-fe47-4c1b-a8bf-95cb83362218,2020-04-05,India,But audience see artist smile.,Adult,Female,88,Ahmedabad,60,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Ciplox,856d791b-0258-4035-9f97-354acd26ae7b,151,32,158.09,2026-12-01,1f7864db-ba9d-4d55-9e67-2cd3b6e2f225,2022-04-04,Germany,Near trip front dark finally.,Elderly,Female,98,Kolkata,2,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Atorva,9a933454-9506-4db9-a468-8a92b3c99ed2,328,3,486.23,2027-05-11,a7644a21-a27d-4937-9ffb-03f4f69f33cb,2019-06-04,Germany,Than along play.,Adult,Male,52,Pune,27,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Azee,d6013272-7cad-427b-ab3b-82948c2119bd,152,18,346.84,2028-12-31,df3e213c-70ce-4df1-a451-6f3073ab1f04,2022-08-25,India,Everybody including investment best involve require.,Adult,Female,54,Surat,22,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Ciplox,14c4eaed-72b2-4fb8-b434-b6f7a6bdfcd1,400,27,223.06,2024-10-11,f18df94b-85de-44a9-be0e-f2925253d3a0,2022-04-04,Switzerland,Edge born goal artist health growth approach enjoy.,Pediatric,Female,74,Mumbai,87,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Atorva,b25caf52-4924-44d1-9937-e2eb98c3a044,458,8,478.85,2025-05-20,6d9ecbf1-893c-48a3-8694-c2198072adac,2022-10-01,Germany,That during hit effort training.,Adult,Male,58,Delhi,14,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Atorva,18031ac6-bea0-4cd1-b77a-b568abac8441,739,8,205.55,2024-10-19,8d451654-890d-4591-9a4f-ecc62c201f25,2023-08-17,Germany,Another each there cause standard agent city.,Pediatric,Female,50,Delhi,11,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Combiflam,b9116376-2a07-4c59-8262-db999ae649ef,816,29,40.77,2029-02-12,7dbab589-aa78-4e2c-a036-6d021ff35ebd,2020-12-23,India,While long lawyer act class where peace.,Elderly,Female,68,Jaipur,78,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Omez,81a66ad9-2a62-48ac-a25d-c667a5a54d42,805,11,280.67,2025-10-14,c389cfad-0d3a-4d99-98f4-bd5c2a21dc22,2019-05-22,Germany,Poor owner yard everyone.,Adult,Male,79,Bangalore,21,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Pantocid,4ed3e5d3-d783-430b-83ec-0ed74c2530f2,1000,39,39.15,2024-07-26,47fcad32-01ae-41cd-840a-a7ce38c29992,2019-05-27,Switzerland,Candidate defense PM serious media street behind.,Elderly,Female,83,Kolkata,1,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Pantocid,5e9ee4a1-11d8-4dd5-a934-3a07ffbf7282,490,21,181.79,2025-06-30,7daed8aa-e6c2-4178-9b61-0b1bf95c56d9,2020-08-05,Germany,Soldier fact fire admit again majority.,Elderly,Female,81,Pune,49,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Cetrizine,e6e202f0-73d7-497f-97c6-63cf82e7a6a5,835,38,242.59,2026-05-01,7611f2f4-3af4-4dcd-a482-6275755c68e3,2022-08-05,Switzerland,Account hope his agency turn drop nature.,Pediatric,Female,93,Mumbai,15,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
Omez,e89fd971-8ed2-48fb-b4eb-83b1c0afb91a,69,25,115.94,2029-03-04,e2182d05-9c19-4d10-9dce-9810a6723e22,2023-04-04,United States,Scientist wish student class if ask.,Adult,Male,98,Kolkata,29,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Atorva,85b0475d-4014-4191-91ff-cd7ef271a39c,116,16,393.37,2026-01-23,4887153f-f191-4717-877e-29a0dfdad24d,2023-06-06,United States,Line stop relationship let upon shoulder history.,Pediatric,Female,75,Ahmedabad,97,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Combiflam,93a4254a-dc8a-424d-91d7-1550d5baf592,592,37,115.65,2024-05-22,5d613ebd-a880-4093-848d-2f5718aedda0,2020-07-23,Germany,Animal town shoulder question.,Adult,Female,85,Pune,55,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Dolo-650,b8defbae-9ebf-4e1e-9662-2324b2b2b6d2,438,2,414.08,2028-04-16,88a42bdd-228a-45f3-84f8-252f193ca59c,2019-06-18,India,Every social much can his energy various public.,Pediatric,Male,84,Surat,31,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Ciplox,f897251e-d69a-4703-9235-109eac39ae07,983,19,493.39,2024-04-16,435a7ed9-d3b0-427a-9a6b-f17ffad14c87,2019-07-09,India,Democrat soldier tree political far available.,Pediatric,Male,96,Delhi,66,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Amoxyclav,f8eaf712-4f2b-4773-bcb2-df9ac392f421,745,2,462.93,2026-09-23,263227af-5e88-48eb-a0bc-d89c251101d0,2020-01-24,Germany,Real theory magazine drop.,Elderly,Female,75,Delhi,86,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Crocin,9eb83fb3-9c2c-4965-9a8e-7b5b559b7651,286,42,123.23,2026-07-25,855f3ce4-f2e3-451c-915b-1435cb405b84,2019-09-15,India,Not share theory majority appear kid.,Pediatric,Male,83,Surat,41,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Pantocid,8e7ab665-e570-478a-85f4-62e415cf15c9,149,37,454.72,2025-07-09,18e8e297-e67b-4f87-bf35-55b6ff70d91e,2019-12-22,Germany,Law manage lead skill simply responsibility.,Elderly,Male,79,Ahmedabad,17,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Azee,a550df11-36d9-4338-9374-3c63a91a60d4,93,1,337.38,2025-03-12,143dc047-1b2f-43db-9d74-9de4f65bf172,2023-12-12,Germany,Challenge event possible fall owner.,Adult,Male,91,Bangalore,60,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Dolo-650,8db87cae-e77d-463e-9908-634db3e2414d,331,30,333.29,2026-04-26,4b874603-0b60-447f-929b-f51b6f4c4fb4,2023-02-04,India,Affect address serve popular reason main.,Pediatric,Female,83,Kolkata,64,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Amoxyclav,1ec7ec45-151a-437d-a99d-071cfe1cf075,131,19,303.17,2026-11-30,d40cdc63-b3c4-4858-acab-bdf027274a6b,2023-05-20,United States,Box sport culture.,Adult,Female,72,Kolkata,70,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Dolo-650,b4855802-10c6-434c-8a66-a3a5887809b2,187,9,398.13,2025-06-16,068c23f2-98bf-4c98-9b8a-860e554135d2,2019-04-25,Switzerland,Record site clearly.,Pediatric,Female,100,Kolkata,74,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Azee,3e60afa1-ccb3-4e7e-8116-e84d8892ea5b,786,26,171.44,2028-08-15,40148f24-e837-40aa-9967-350bd6a9ae01,2020-06-16,Germany,Each remain sound thus.,Elderly,Male,88,Hyderabad,45,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Azee,e6c61398-10d4-4748-a7e8-bcfd9d2c44b2,395,3,59.86,2025-09-29,b1d33168-18ec-4edf-bbd8-caf8bbbccc32,2021-07-21,Germany,Knowledge foreign summer follow suggest.,Pediatric,Female,86,Delhi,49,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Pantocid,e840c00b-af26-4112-9220-4b131826f177,362,35,204.84,2027-02-05,79c1f62d-5c05-457d-a48c-f5ea8cd4a2fa,2022-01-25,India,Head this understand owner big.,Pediatric,Female,95,Mumbai,16,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Dolo-650,725408b5-edf3-4b18-b54c-a1e76bd32c74,327,34,253.01,2025-04-15,401c3cbb-c885-47a5-a800-eb345bdf901e,2024-01-08,United States,Success one itself gas focus computer see test.,Pediatric,Male,97,Chennai,25,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Cetrizine,7c8e6b31-5c10-46b8-ab99-22c0bef2326a,507,3,75.05,2028-11-05,8c9986d1-915b-4b8d-acd9-be743e943f1c,2023-02-19,United States,Stay property not despite think pressure tree.,Adult,Female,75,Mumbai,28,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
Cetrizine,afdd8cbd-67f6-48a9-8dac-b59d4f03bdf2,435,22,247.61,2024-10-08,04e64148-ca81-4ba7-b848-79fc04fae72a,2023-09-21,United States,People bag reason child.,Elderly,Female,98,Jaipur,58,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
Cetrizine,ec5aaa74-4bfe-4e6f-a411-30258fc42d3a,493,42,440.84,2028-03-15,bc353c84-9a5d-4c01-9669-e864ae750c7f,2019-10-18,India,But hundred leader card area.,Pediatric,Female,66,Pune,10,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
Crocin,aa648404-a27b-4143-9793-781fea5f8b98,711,2,99.85,2027-07-31,ed314f44-20aa-4e83-ac50-4322a03fdd7b,2019-06-12,India,Woman end edge participant keep office.,Pediatric,Male,83,Delhi,86,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Ciplox,c1ccfadb-c587-4863-948d-893800c9d0ff,997,5,90.78,2027-11-05,9dec46d7-95ec-47c8-81e9-331000e91451,2020-06-18,India,Fill her affect very accept sound serious claim.,Pediatric,Female,76,Chennai,70,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Amoxyclav,36e49a7e-0e6d-403f-8167-19e384e5f6f2,424,31,227.58,2024-04-09,86f4c627-2356-4fdb-a719-23b7d72d6468,2022-02-24,United States,You offer clearly police PM suggest smile.,Adult,Male,60,Jaipur,38,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Combiflam,923de91f-8a89-4c71-b678-afd2a80a03da,617,7,84.22,2027-11-10,1ac1f101-2ea8-4b31-ab23-24185f0f768c,2021-03-01,India,Chair lay mean these.,Pediatric,Female,82,Ahmedabad,40,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Dolo-650,26f7ecf9-be91-4c8d-bbd7-da9d4fc261cd,813,27,209.89,2028-09-24,566f8d15-32c5-4b5d-8d8b-0dcada047d19,2021-12-19,Switzerland,Majority paper drive.,Pediatric,Female,81,Kolkata,34,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Atorva,b2b7e8a9-b5f1-41b5-bbd3-f4ca1df75f3c,652,47,382.99,2027-01-06,bb8508cd-c4ab-4891-89c8-45e93edf9f54,2019-06-30,United States,Adult drive over I where foreign.,Elderly,Male,58,Delhi,76,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Atorva,42ad5a56-93fe-4c1f-9580-43ebe761805d,342,20,355.98,2024-05-03,671dbe41-fee1-46a3-9406-83e96c9e632a,2020-04-10,United States,Might stock home call executive.,Adult,Male,52,Hyderabad,7,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Dolo-650,00a3890f-3906-4fe7-9276-aa93517ad3c9,142,18,235.46,2027-02-14,9565d6fc-99c0-4d89-962d-d13117bf8808,2022-07-24,India,Easy choice write risk foreign memory political.,Adult,Male,63,Kolkata,93,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Crocin,f969cfb3-6cdd-4200-acfb-6e909273ad60,822,21,51.4,2027-02-03,de905b32-8fbd-408a-81c2-d79094cfd424,2023-02-24,India,More technology bank play make stuff might.,Adult,Female,54,Jaipur,22,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Combiflam,07934b8d-0df0-4528-9589-59579458bd72,967,49,434.86,2025-09-27,f4f39cd6-f436-40ee-8af9-63238da8140d,2019-07-12,United States,Air social charge inside election.,Elderly,Male,88,Delhi,75,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Ciplox,7ffa6155-6ceb-4bf9-8017-d6fa20af695b,670,23,417.1,2025-10-28,5ee8f8c4-cc59-4677-8dbb-cbe679bd9bb5,2022-09-02,Switzerland,Player would radio who size weight.,Elderly,Male,73,Delhi,42,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Azee,2276565f-ebbe-43c0-af9c-69e58a0258af,944,26,12.94,2027-08-15,2fdd5343-4f84-4c4d-9923-163ec84ccb9b,2019-10-18,India,Build lot out particularly issue goal easy share.,Elderly,Male,69,Chennai,7,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Dolo-650,3b2dcd6e-f544-45c7-bd83-e5687bbdc60b,252,6,84.3,2029-01-18,fe7189c7-f0e9-4c9b-bbfb-95b032dba1a3,2022-09-30,United States,Nor always ground research to.,Pediatric,Male,57,Jaipur,19,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Crocin,d092225e-c3c7-44b2-901e-e3adb4855a0a,393,36,37.43,2026-05-05,5e6fd1bf-dfa0-4c32-a315-c54f7b24afcc,2021-09-26,Switzerland,Action character determine book necessary.,Adult,Male,88,Surat,51,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Combiflam,5a3caeb5-893d-47e0-bbfc-0c6b4822344a,429,50,257.93,2024-04-29,e8afce5a-40e3-4389-aaed-381df3e5f288,2019-12-18,India,At us past home really where social.,Pediatric,Male,76,Kolkata,38,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Omez,7c4fb498-4d58-4400-bdf2-dca8de1eb840,563,21,265.13,2025-10-05,83f5b11a-4759-4b44-8178-999702655343,2023-06-21,India,Whose central east son clear south.,Elderly,Male,74,Mumbai,66,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Ciplox,ce1e7f2a-938b-493c-851b-3449568349fe,510,32,194.67,2027-08-02,8d7bb70b-5f01-4eee-9eda-8794b39b9e20,2020-01-11,India,Good somebody style six piece.,Elderly,Male,74,Ahmedabad,6,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Amoxyclav,8bf0e10b-52cd-4a53-b71d-2fbba480395a,552,40,211.76,2024-09-11,89b3265c-1347-42e9-a3f5-ee174bba6316,2021-05-06,United States,Our matter consumer.,Adult,Female,69,Chennai,13,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Atorva,9f176f7a-dbd4-42b6-b9a7-92f515580a7a,547,4,64.6,2024-05-15,92e81062-44fa-46b7-a928-da66d7278c31,2020-07-23,United States,Market manage consider describe go suddenly.,Elderly,Female,73,Surat,56,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Dolo-650,d1f94e0a-df80-4040-b89c-2db8d7ae5d15,505,26,348.77,2024-11-27,5821d52a-c1b9-4169-a141-a163a816e93e,2019-07-07,Germany,Place available point day eight.,Elderly,Female,51,Bangalore,36,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Atorva,ad9e0b30-337f-4b62-80de-79aae368591d,546,20,121.48,2024-05-18,ec884bc7-90e6-4ac5-a4b2-71e3c7a03460,2021-02-14,Switzerland,Common wide type represent language.,Adult,Male,70,Mumbai,37,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Cetrizine,9f47c0a8-9695-4461-8a8d-071bbed3dc42,550,45,147.4,2028-12-10,847b2265-2827-43fb-b3c2-97fb8b10620b,2023-07-14,United States,Follow key small night kind cut share.,Elderly,Female,81,Ahmedabad,7,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
